304	0	128	121600.0
485	123	128	194000.0
674	238	128	269600.0
867	349	128	346800.0
1048	472	128	419200.0
1238	586	128	495200.0
1426	702	128	570400.0
1616	816	128	646400.0
1806	930	128	722400.0
1993	1047	128	797200.0
2181	1163	128	872400.0
2368	1280	128	947200.0
2543	1413	128	1017200.0
2725	1535	128	1090000.0
2914	1650	128	1165600.0
3107	1761	128	1242800.0
3288	1884	128	1315200.0
3473	2006	128	1389200.0
3647	2136	128	1458800.0
3827	2260	128	1530800.0
4009	2383	128	1603600.0
4178	2519	128	1671200.0
4335	2666	128	1734000.0
4491	2814	128	1796400.0
4652	2960	128	1860800.0
4814	3102	128	1925600.0
4982	3238	128	1992800.0
5154	3370	128	2061600.0
5342	3486	128	2136800.0
5529	3603	128	2211600.0
5717	3719	128	2286800.0
5907	3833	128	2362800.0
6094	3950	128	2437600.0
6311	4038	128	2524400.0
6498	4155	128	2599200.0
6684	4274	128	2673600.0
6863	4399	128	2745200.0
7046	4522	128	2818400.0
7232	4642	128	2892800.0
7414	4764	128	2965600.0
7597	4886	128	3038800.0
7788	4999	128	3115200.0
7978	5113	128	3191200.0
8165	5230	128	3266000.0
8353	5346	128	3341200.0
8540	5463	128	3416000.0
8728	5579	128	3491200.0
8915	5696	128	3566000.0
9102	5814	128	3640800.0
9277	5944	128	3710800.0
9434	6094	128	3773600.0
9577	6265	128	3830800.0
9675	6471	128	3870000.0
9723	6682	128	3889200.0
9768	6894	128	3907200.0
9778	7096	128	3911200.0
9783	7303	128	3913200.0
9788	7510	128	3915200.0
9793	7717	128	3917200.0
9810	7916	128	3924000.0
9825	8113	128	3930000.0
9835	8319	128	3934000.0
9840	8526	128	3936000.0
9859	8720	128	3943600.0
9869	8924	128	3947600.0
9872	9138	128	3948800.0
9874	9357	128	3949600.0
9874	9586	128	3949600.0
9874	9780	128	3949600.0
9874	9974	128	3949600.0
9874	10168	128	3949600.0
9874	10362	128	3949600.0
9874	10556	128	3949600.0
9874	10750	128	3949600.0
9900	10964	128	3960000.0
9900	11158	128	3960000.0
9900	11352	128	3960000.0
9900	11600	128	3960000.0
9900	11794	128	3960000.0
9900	11988	128	3960000.0
9919	12200	128	3967600.0
9919	12394	128	3967600.0
9919	12588	128	3967600.0
9919	12747	128	3967600.0
