304	0	128	121600.0
485	123	128	194000.0
677	235	128	270800.0
865	351	128	346000.0
1052	468	128	420800.0
1239	586	128	495600.0
1414	716	128	565600.0
1571	863	128	628400.0
1738	1003	128	695200.0
1909	1139	128	763600.0
2075	1280	128	830000.0
2241	1421	128	896400.0
2403	1563	128	961200.0
2571	1699	128	1028400.0
2746	1829	128	1098400.0
2924	1956	128	1169600.0
3102	2083	128	1240800.0
3277	2212	128	1310800.0
3454	2341	128	1381600.0
3636	2463	128	1454400.0
3830	2573	128	1532000.0
4006	2705	128	1602400.0
4179	2839	128	1671600.0
4341	2981	128	1736400.0
4506	3123	128	1802400.0
4685	3250	128	1874000.0
4854	3385	128	1941600.0
5025	3520	128	2010000.0
5206	3643	128	2082400.0
5389	3766	128	2155600.0
5581	3879	128	2232400.0
5772	3992	128	2308800.0
5962	4106	128	2384800.0
6152	4220	128	2460800.0
6314	4366	128	2525600.0
6463	4525	128	2585200.0
6614	4684	128	2645600.0
6756	4852	128	2702400.0
6837	5075	128	2734800.0
6874	5297	128	2749600.0
6889	5494	128	2755600.0
6889	5706	128	2755600.0
6889	5918	128	2755600.0
6908	6115	128	2763200.0
6913	6322	128	2765200.0
6955	6545	128	2782000.0
6960	6752	128	2784000.0
6960	6964	128	2784000.0
6960	7176	128	2784000.0
6960	7388	128	2784000.0
6960	7600	128	2784000.0
6970	7806	128	2788000.0
6970	8018	128	2788000.0
6970	8230	128	2788000.0
6970	8442	128	2788000.0
6988	8635	128	2795200.0
6988	8845	128	2795200.0
6988	9055	128	2795200.0
6988	9265	128	2795200.0
7007	9457	128	2802800.0
7056	9673	128	2822400.0
7056	9885	128	2822400.0
7069	10140	128	2827600.0
7101	10368	128	2840400.0
7101	10582	128	2840400.0
7101	10796	128	2840400.0
7119	10993	128	2847600.0
7119	11209	128	2847600.0
7119	11425	128	2847600.0
7122	11639	128	2848800.0
7122	11856	128	2848800.0
7124	12075	128	2849600.0
7124	12269	128	2849600.0
7124	12463	128	2849600.0
7124	12657	128	2849600.0
7124	12816	128	2849600.0
